"Education","Marital_Status","Income","Recency","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Age","Total_Spending","TotalNumPurchases","TotalAcceptedCmp","AcceptedCmp","Children"
"Graduate","Single",61209,73,2,0,0,0,0,0,0,48,957,13,0,0,0
"Postgrad","Married",42315,90,3,0,0,0,0,0,0,60,270,12,0,0,1
"Undergraduate","Married",13084,29,6,0,0,0,0,0,0,66,29,5,0,0,0
"Postgrad","Single",47570,3,7,0,0,0,0,0,1,69,121,9,1,1,2
"Postgrad","Married",61923,94,3,0,0,0,0,0,0,57,126,8,0,0,2
"Graduate","Single",34824,65,6,0,0,0,0,0,0,23,23,4,0,0,0
"Postgrad","Single",26518,33,8,0,0,0,0,0,1,69,57,8,1,1,2
"Graduate","Single",45938,46,6,0,0,0,0,0,0,57,636,20,0,0,0
"Graduate","Married",78468,29,4,0,0,0,1,0,0,58,1004,28,1,1,0
"Graduate","Single",78901,99,4,0,0,0,0,0,0,45,734,20,0,0,1
"Graduate","Married",71427,26,4,0,0,0,0,0,0,40,614,20,0,0,2
"Graduate","Single",71022,30,8,1,0,0,0,0,0,40,1453,21,1,1,1
"Postgrad","Single",90247,27,1,0,1,1,1,0,1,30,1621,15,4,1,0
"Postgrad","Single",41335,24,7,0,0,0,0,0,0,50,187,12,0,0,1
"Graduate","Married",71952,93,4,1,0,1,0,0,0,32,1443,22,2,1,1
"Postgrad","Single",35682,34,2,0,0,0,0,0,0,48,57,6,0,0,1
"Graduate","Single",43185,88,8,0,0,0,0,0,0,67,637,20,0,0,1
"Postgrad","Married",66375,96,7,1,0,0,0,0,0,70,948,14,1,1,1
"Postgrad","Married",35178,10,7,1,0,0,0,0,1,47,59,5,2,1,1
"Graduate","Married",25252,26,8,0,0,0,0,0,0,32,18,4,0,0,1
"Postgrad","Single",55250,49,5,0,0,0,0,0,0,53,903,26,0,0,1
"Graduate","Single",33249,11,6,0,0,0,0,0,0,43,112,8,0,0,1
"Graduate","Married",58398,44,4,0,0,0,0,0,0,65,596,20,0,0,0
"Graduate","Married",50272,75,7,0,0,0,0,0,0,36,233,13,0,0,1
"Postgrad","Married",76618,64,1,0,0,0,0,0,0,43,1511,11,0,0,0
"Undergraduate","Single",87305,19,2,0,0,1,0,0,1,58,1152,17,2,1,0
"Graduate","Married",25851,45,7,0,0,0,0,0,0,40,48,7,0,0,1
"Graduate","Single",58710,77,6,0,0,0,0,0,0,48,1185,31,0,0,1
"Graduate","Single",45160,9,7,0,0,0,0,0,0,60,21,4,0,0,2
"Postgrad","Married",74806,1,4,0,0,0,0,0,0,53,965,16,0,0,1
"Graduate","Married",59111,90,7,0,0,0,0,0,0,64,869,21,0,0,0
"Postgrad","Married",18988,43,7,0,0,0,0,0,0,34,16,6,0,0,1
"Graduate","Married",72190,79,3,0,0,0,0,0,0,53,1947,16,0,0,0
"Graduate","Married",7500,19,9,1,0,0,0,0,1,42,71,12,2,1,1
"Graduate","Married",44794,99,6,0,0,0,0,0,0,52,65,6,0,0,1
"Graduate","Married",80395,62,2,0,0,0,1,0,0,63,1380,24,1,1,0
"Postgrad","Single",75012,41,1,0,0,0,0,0,0,42,1027,23,0,0,0
"Postgrad","Married",56962,60,7,0,0,0,0,0,0,53,411,21,0,0,3
"Graduate","Married",89891,17,4,0,0,1,0,0,0,27,836,26,1,1,0
"Postgrad","Single",35946,24,5,0,0,0,0,0,0,69,11,4,0,0,2
"Postgrad","Married",53593,60,8,0,0,0,0,0,0,65,480,23,0,0,2
"Graduate","Married",66373,57,3,0,0,0,0,0,0,40,606,23,0,0,2
"Postgrad","Single",45072,74,8,0,0,0,0,0,0,70,284,16,0,0,3
"Graduate","Single",89694,22,5,0,1,1,1,0,0,45,1472,14,3,1,2
"Graduate","Married",72025,46,2,0,1,1,1,0,1,69,1677,26,4,1,0
"Graduate","Married",67432,69,4,0,0,0,0,0,0,45,1335,19,0,0,1
"Postgrad","Married",70545,29,2,0,0,0,0,0,0,66,334,13,0,0,1
"Undergraduate","Married",17487,37,7,0,0,0,0,0,0,29,18,4,0,0,1
"Graduate","Married",62882,26,4,0,0,0,0,0,0,49,1338,20,0,0,1
"Postgrad","Single",64108,8,5,0,0,0,0,0,0,65,1099,30,0,0,1
"Postgrad","Married",34941,26,8,0,0,0,0,0,0,62,97,8,0,0,2
"Postgrad","Single",48767,79,5,0,0,0,0,0,0,68,63,9,0,0,3
"Undergraduate","Married",38702,71,6,0,0,0,0,0,0,40,109,9,0,0,1
"Graduate","Married",82224,83,3,0,0,0,1,0,0,54,902,21,1,1,0
"Graduate","Married",83844,57,1,0,0,1,0,0,0,66,1574,20,1,1,0
"Undergraduate","Married",17003,37,5,0,0,0,0,0,0,43,38,9,0,0,1
"Graduate","Single",71163,30,1,0,0,0,0,0,0,23,960,24,0,0,0
"Graduate","Single",33697,34,7,1,0,0,0,0,0,48,28,4,1,1,1
"Undergraduate","Married",63564,0,6,1,0,0,0,0,1,64,1215,28,2,1,0
"Postgrad","Married",83443,89,2,0,0,0,0,0,0,46,1497,22,0,0,0
"Postgrad","Married",51518,92,3,0,0,0,0,0,0,60,449,17,0,0,1
"Graduate","Single",58330,87,4,0,0,0,0,0,0,43,1064,24,0,0,1
"Graduate","Married",80952,20,8,0,1,1,1,0,1,49,1757,25,4,1,0
"Graduate","Married",75507,56,3,0,0,0,0,0,0,39,1440,21,0,0,0
"Undergraduate","Married",63855,28,4,0,0,0,0,0,0,40,1006,24,0,0,0
"Postgrad","Married",62220,55,6,0,0,0,0,0,1,46,1226,23,1,1,1
"Graduate","Married",58512,25,8,0,0,0,0,0,0,54,1171,20,0,0,1
"Postgrad","Married",40662,0,4,0,0,0,0,0,0,39,92,8,0,0,1
"Postgrad","Married",38829,86,5,0,0,0,0,0,0,59,99,8,0,0,1
"Undergraduate","Married",35523,8,7,0,0,0,0,0,0,37,66,8,0,0,1
"Graduate","Single",79146,33,6,0,0,0,0,0,0,51,564,19,0,0,2
"Postgrad","Married",78285,13,3,0,0,0,0,0,0,30,1427,21,0,0,0
"Postgrad","Single",31626,12,7,1,0,0,0,0,1,40,86,6,2,1,1
"Graduate","Single",75127,92,1,0,0,0,0,0,0,66,833,19,0,0,0
"Graduate","Married",48726,90,6,0,0,0,0,0,0,63,242,12,0,0,1
"Graduate","Married",74985,8,2,0,0,0,0,0,0,41,1869,17,0,0,0
"Graduate","Married",67430,6,6,0,0,0,0,0,0,31,1364,29,0,0,0
"Undergraduate","Married",46891,91,4,0,0,0,0,0,0,53,183,8,0,0,1
"Postgrad","Married",62058,52,6,0,0,0,0,0,0,62,450,18,0,0,1
"Graduate","Married",72063,3,2,0,0,0,0,0,0,39,758,21,0,0,1
"Postgrad","Married",78939,57,3,0,0,0,0,0,0,67,1507,20,0,0,0
"Graduate","Single",42720,9,8,0,0,0,0,0,1,53,654,25,1,1,2
"Graduate","Married",33622,22,7,0,0,0,0,0,0,46,81,9,0,0,2
"Postgrad","Married",6835,76,20,0,0,0,0,0,0,61,137,1,0,0,1
"Graduate","Married",41452,86,7,0,0,0,0,0,0,65,16,4,0,0,2
"Postgrad","Single",40760,64,6,0,0,0,0,0,0,53,93,8,0,0,1
"Postgrad","Married",74250,90,1,0,0,0,0,0,0,60,1158,18,0,0,0
"Postgrad","Single",51124,79,3,0,0,0,0,0,0,63,43,6,0,0,2
"Graduate","Single",72258,28,2,0,0,0,0,0,0,47,1525,22,0,0,1
"Postgrad","Single",71466,86,1,0,0,0,0,0,0,44,1230,19,0,0,0
"Graduate","Married",36283,42,4,0,0,0,0,0,0,42,29,6,0,0,2
"Graduate","Single",20587,39,7,0,0,0,0,0,0,48,25,5,0,0,1
"Graduate","Married",30467,8,7,0,0,0,0,0,0,46,24,4,0,0,1
"Graduate","Married",31590,40,8,0,0,0,0,0,0,46,38,5,0,0,1
"Undergraduate","Married",20425,5,7,0,0,0,0,0,0,32,57,7,0,0,1
"Postgrad","Married",17144,96,7,0,0,0,0,0,0,58,47,12,0,0,2
"Postgrad","Single",42564,28,7,1,0,0,0,0,1,50,813,24,2,1,1
"Postgrad","Married",43783,22,7,1,0,0,0,0,0,40,629,22,1,1,1
"Graduate","Single",40780,30,9,0,0,0,0,0,0,42,377,17,0,0,1
"Postgrad","Married",62847,45,2,0,0,0,0,0,0,73,1612,14,0,0,0
"Postgrad","Married",82017,58,2,0,1,1,1,0,1,61,729,17,4,1,0
"Graduate","Single",16813,49,7,1,0,0,0,0,0,68,50,6,1,1,0
"Graduate","Married",51267,37,4,0,0,0,0,0,0,40,270,15,0,0,2
"Graduate","Single",46524,70,3,0,0,0,0,0,0,57,177,9,0,0,1
"Postgrad","Single",45183,33,7,0,1,0,0,0,0,56,315,13,1,1,0
"Postgrad","Married",70421,98,6,0,0,0,0,0,0,64,767,23,0,0,1
"Undergraduate","Single",60161,17,8,0,0,0,0,0,0,53,1071,26,0,0,1
"Graduate","Married",73926,54,3,0,0,0,0,0,0,45,1580,24,0,0,0
"Graduate","Married",19329,39,8,0,0,0,0,0,0,50,60,10,0,0,1
"Postgrad","Married",61872,81,4,0,0,0,0,0,0,48,573,21,0,0,1
"Graduate","Single",46984,71,5,0,0,0,0,0,0,62,41,5,0,0,2
"Graduate","Married",34838,62,6,0,0,0,0,0,0,67,170,10,0,0,2
"Postgrad","Single",82716,8,2,0,0,0,0,0,0,74,1167,28,0,0,0
"Graduate","Married",48192,76,8,0,1,0,1,1,1,60,1526,25,4,1,0
"Postgrad","Married",49681,66,7,0,0,0,0,0,0,42,458,21,0,0,2
"Postgrad","Married",56850,83,2,0,0,0,0,0,0,47,63,6,0,0,1
"Graduate","Married",55267,28,3,0,0,0,0,0,0,61,405,17,0,0,1
"Graduate","Married",59666,87,8,0,1,0,0,0,0,46,1027,20,1,1,2
"Graduate","Single",72504,43,2,0,0,0,0,0,0,46,1478,22,0,0,1
"Graduate","Married",26872,0,6,0,0,0,0,0,0,37,72,5,0,0,0
"Graduate","Single",21359,1,8,0,0,0,0,0,1,46,48,7,1,1,1
"Graduate","Single",73170,1,2,0,0,0,0,0,0,43,726,16,0,0,0
"Postgrad","Married",52750,72,4,0,0,0,0,0,0,63,860,27,0,0,1
"Postgrad","Married",91820,72,1,0,0,0,0,0,0,32,1497,22,0,0,0
"Postgrad","Married",65968,12,3,0,0,0,0,0,0,48,495,18,0,0,1
"Graduate","Married",30772,89,6,0,0,0,0,0,0,42,20,4,0,0,2
"Graduate","Single",22507,67,9,0,0,0,0,0,0,64,570,19,0,0,0
"Graduate","Married",65685,54,5,0,0,0,0,0,0,46,769,21,0,0,1
"Undergraduate","Married",25804,34,8,0,0,0,0,0,0,40,55,7,0,0,1
"Postgrad","Single",76412,15,3,0,0,1,1,0,1,38,1808,18,3,1,0
"Graduate","Married",22063,43,7,0,0,0,0,0,0,46,55,7,0,0,1
"Graduate","Single",57091,0,5,0,0,0,0,1,1,57,577,18,2,1,0
"Graduate","Married",22419,74,8,0,0,0,0,0,0,55,162,8,0,0,0
"Graduate","Married",87771,61,6,0,1,1,1,1,1,59,1957,20,5,1,1
"Undergraduate","Single",78353,51,8,0,0,0,0,0,0,59,1576,24,0,0,1
"Graduate","Married",93404,97,5,0,1,1,0,0,0,64,1616,17,2,1,3
"Graduate","Single",37859,75,8,0,0,0,0,0,0,56,36,6,0,0,3
"Postgrad","Single",80995,83,4,0,0,0,0,0,0,60,1482,22,0,0,1
"Graduate","Married",16529,23,6,0,0,0,0,0,0,34,22,5,0,0,1
"Postgrad","Single",55412,65,5,0,0,0,0,0,0,42,63,6,0,0,2
"Graduate","Single",48789,94,6,0,0,0,0,0,0,26,680,18,0,0,0
"Postgrad","Married",56575,42,5,0,0,0,0,0,0,51,542,20,0,0,2
"Undergraduate","Married",25130,10,7,0,0,0,0,0,0,38,50,7,0,0,1
"Graduate","Married",35441,94,8,0,0,0,0,0,0,51,39,6,0,0,2
"Graduate","Married",71391,50,3,0,0,0,0,0,0,62,1043,28,0,0,1
"Postgrad","Single",49494,46,7,0,0,0,0,0,0,46,385,14,0,0,1
"Graduate","Single",81702,98,3,0,0,0,0,0,0,38,1633,27,0,0,0
"Undergraduate","Single",45889,42,6,0,0,0,0,0,0,38,46,5,0,0,1
"Graduate","Single",56628,30,5,1,0,0,0,0,0,41,761,20,1,1,1
"Graduate","Married",34026,11,5,0,0,0,0,0,0,68,76,9,0,0,2
"Graduate","Married",40049,61,5,0,0,0,0,0,0,44,290,14,0,0,1
"Graduate","Single",34176,12,6,0,0,0,0,0,0,30,89,11,0,0,1
"Graduate","Married",19419,76,9,0,0,0,0,0,0,37,70,11,0,0,1
"Undergraduate","Married",82504,2,1,0,0,0,0,0,0,58,1066,17,0,0,0
"Graduate","Married",81205,43,2,1,0,1,0,1,1,48,2009,19,4,1,0
"Undergraduate","Single",61618,27,3,0,0,0,0,0,0,27,1345,19,0,0,0
"Postgrad","Single",55284,60,5,0,0,0,0,0,0,62,764,23,0,0,1
"Graduate","Single",49980,79,5,0,0,0,0,0,0,55,195,11,0,0,1
"Graduate","Married",15072,96,5,0,0,0,0,0,0,38,53,11,0,0,2
"Graduate","Single",49166,17,6,0,0,0,0,0,0,44,368,13,0,0,1
"Postgrad","Married",65324,0,4,0,0,0,0,0,0,64,544,20,0,0,1
"Undergraduate","Married",82347,38,3,1,0,0,1,0,0,61,1853,25,2,1,0
"Postgrad","Married",30843,43,5,1,0,0,0,0,0,52,35,6,1,1,2
"Postgrad","Married",46374,1,8,0,1,0,1,0,1,44,446,18,3,1,1
"Graduate","Single",60474,25,7,0,0,0,0,0,0,39,1180,31,0,0,1
"Postgrad","Married",38576,2,7,0,0,0,0,0,0,45,41,5,0,0,1
"Graduate","Married",55357,66,5,0,0,0,0,0,0,33,727,22,0,0,2
"Graduate","Married",37758,49,8,0,0,0,0,0,0,52,40,6,0,0,2
"Undergraduate","Married",85710,5,2,0,0,1,0,0,0,29,1062,26,1,1,0
"Graduate","Married",23228,71,8,0,0,0,0,0,0,49,40,7,0,0,1
"Postgrad","Married",44602,35,8,0,0,0,0,0,0,49,292,17,0,0,2
"Graduate","Married",7500,94,6,0,0,0,0,0,0,31,15,4,0,0,0
"Undergraduate","Married",38683,80,7,0,0,0,0,0,0,29,341,17,0,0,1
"Undergraduate","Single",49514,61,7,0,0,0,0,0,0,43,369,13,0,0,1
"Postgrad","Married",57906,29,4,0,0,0,0,0,0,45,401,17,0,0,1
"Postgrad","Single",43456,0,5,0,0,0,0,0,0,52,393,17,0,0,1
"Postgrad","Single",19485,80,7,0,0,0,0,0,0,32,10,4,0,0,2
"Graduate","Married",53172,54,3,0,0,0,0,0,0,40,486,16,0,0,1
"Graduate","Married",30545,71,7,0,0,0,0,0,0,39,69,7,0,0,1
"Postgrad","Married",70123,27,3,0,1,0,0,1,0,35,1727,17,2,1,0
"Graduate","Single",62450,61,3,0,1,0,0,0,0,59,995,16,1,1,1
"Graduate","Married",21675,55,7,0,0,0,0,0,0,42,45,10,0,0,1
"Undergraduate","Single",42395,35,7,0,0,0,0,0,0,37,182,12,0,0,2
"Postgrad","Married",61346,34,3,0,0,0,0,0,0,40,989,23,0,0,1
"Graduate","Married",80812,95,2,1,0,1,1,0,0,65,1677,18,3,1,0
"Postgrad","Single",42835,64,6,0,0,0,0,0,0,47,595,23,0,0,2
"Graduate","Married",39922,30,8,0,0,0,0,0,0,35,156,9,0,0,1
"Postgrad","Single",86424,12,1,0,0,0,0,0,0,62,1226,28,0,0,0
"Undergraduate","Married",17117,96,9,0,0,0,0,0,0,40,128,11,0,0,1
"Graduate","Single",24762,16,8,1,0,0,0,0,1,46,86,9,2,1,1
"Graduate","Married",35797,16,8,0,0,0,0,0,0,43,68,7,0,0,1
"Graduate","Single",36627,78,5,0,0,0,0,0,0,43,16,4,0,0,2
"Undergraduate","Married",51111,83,6,0,0,0,0,0,0,37,55,7,0,0,2
"Postgrad","Single",86857,96,2,0,0,0,0,0,1,46,2114,22,1,1,0
"Postgrad","Married",82072,67,1,0,0,0,0,0,0,48,2018,19,0,0,0
"Postgrad","Single",46231,87,9,0,0,0,0,0,0,65,263,15,0,0,3
"Graduate","Married",42243,34,7,0,0,0,0,0,0,59,55,7,0,0,2
"Graduate","Married",51195,46,8,0,0,0,0,0,0,56,564,24,0,0,2
"Postgrad","Single",68092,7,5,0,0,0,0,0,0,40,1281,20,0,0,0
"Graduate","Married",31814,73,9,1,0,0,0,0,0,45,83,7,1,1,1
"Postgrad","Single",51390,54,5,0,0,0,0,0,0,53,353,18,0,0,2
"Graduate","Married",76630,93,1,0,0,0,0,0,0,35,1003,25,0,0,0
"Undergraduate","Single",26868,52,7,0,0,0,0,0,0,27,14,4,0,0,1
"Postgrad","Single",48948,53,6,1,0,0,0,0,1,75,902,24,2,1,0
"Postgrad","Single",55260,81,6,0,0,0,0,0,0,46,1139,25,0,0,1
"Graduate","Married",64090,8,5,0,0,0,0,0,1,62,797,20,1,1,1
"Graduate","Single",78331,97,4,0,0,0,0,0,0,60,1638,25,0,0,1
"Postgrad","Married",37087,50,6,0,0,0,0,0,0,44,401,17,0,0,1
"Graduate","Single",21846,38,8,0,0,0,0,0,0,32,84,11,0,0,1
"Graduate","Married",81320,61,2,0,0,0,0,0,0,60,928,18,0,0,0
"Graduate","Single",54137,46,6,0,0,0,0,0,0,48,203,11,0,0,1
"Graduate","Married",66825,73,2,0,0,0,0,0,0,51,858,16,0,0,0
"Graduate","Married",57100,19,3,0,0,0,0,0,0,45,409,13,0,0,0
"Graduate","Married",58917,10,5,0,0,0,0,0,0,49,282,16,0,0,3
"Graduate","Single",85072,94,0,0,0,0,0,0,0,41,1423,18,0,0,0
"Graduate","Single",86429,10,2,0,0,0,1,0,1,57,1449,18,2,1,0
"Graduate","Single",45684,37,7,0,0,0,0,0,0,47,28,4,0,0,1
"Graduate","Married",47889,94,5,0,0,0,0,0,0,44,67,6,0,0,1
"Postgrad","Married",45921,23,4,0,0,0,0,0,0,32,199,10,0,0,0
"Postgrad","Single",78420,75,1,0,0,0,0,0,0,52,1453,22,0,0,0
"Graduate","Married",75114,40,2,0,0,0,0,0,0,26,1253,19,0,0,0
"Postgrad","Single",52278,24,8,0,0,0,0,0,1,55,1198,31,1,1,1
"Postgrad","Married",35641,11,7,0,0,0,0,0,1,46,178,10,1,1,1
"Graduate","Single",95529,29,3,0,0,1,0,0,1,24,1990,18,2,1,0
"Graduate","Married",62820,51,1,0,0,0,0,0,0,64,976,14,0,0,0
"Postgrad","Married",73113,86,2,0,0,0,0,0,0,58,1001,15,0,0,0
"Postgrad","Married",84169,9,3,0,1,1,0,0,1,36,1919,20,3,1,0
"Undergraduate","Single",42607,30,3,0,0,0,0,0,0,64,350,14,0,0,1
"Postgrad","Single",74637,73,3,0,0,0,1,0,0,64,1650,25,1,1,0
"Postgrad","Married",46015,25,7,1,0,0,0,1,0,63,46,5,2,1,2
"Graduate","Single",72354,67,1,0,0,0,0,0,0,25,1228,19,0,0,0
"Postgrad","Single",39858,67,6,0,0,0,0,0,1,49,95,7,1,1,1
"Postgrad","Married",34469,58,4,0,0,0,0,0,0,70,62,9,0,0,2
"Graduate","Married",83033,82,5,0,0,0,1,0,0,32,1761,26,1,1,1
"Postgrad","Married",24401,98,8,0,0,0,0,0,0,39,467,16,0,0,0
"Graduate","Married",77583,93,2,0,0,0,1,0,0,40,1149,19,1,1,0
"Undergraduate","Single",74116,53,2,0,1,0,0,0,0,36,2052,19,1,1,0
"Graduate","Single",74293,66,2,0,0,0,0,0,0,25,1127,16,0,0,0
"Postgrad","Married",68397,6,3,0,0,0,0,0,0,42,1416,21,0,0,1
"Postgrad","Married",79632,42,2,0,0,0,0,0,0,44,1113,20,0,0,0
"Graduate","Single",46107,78,3,0,0,0,0,0,0,29,125,7,0,0,1
"Postgrad","Single",64950,29,7,0,1,0,0,0,0,67,966,25,1,1,1
"Undergraduate","Married",25443,82,8,0,0,0,0,0,0,29,32,5,0,0,1
"Graduate","Single",75127,92,1,0,0,0,0,0,0,66,833,19,0,0,0
"Postgrad","Married",32892,78,8,0,0,0,0,0,0,47,46,8,0,0,1
"Graduate","Married",71796,54,4,0,0,0,0,0,0,47,960,17,0,0,0
"Postgrad","Married",67536,45,8,0,0,0,1,0,0,48,1829,30,1,1,1
"Graduate","Single",55239,59,5,0,0,0,0,0,0,47,779,26,0,0,1
"Postgrad","Single",60554,8,6,0,0,0,0,0,0,43,811,23,0,0,1
"Undergraduate","Single",64831,51,6,0,0,0,0,0,0,66,1120,22,0,0,2
"Postgrad","Married",56067,51,5,0,0,0,0,0,0,56,725,20,0,0,1
"Graduate","Single",82025,76,1,0,0,1,0,0,1,35,1187,12,2,1,0
"Graduate","Married",94384,62,2,0,1,1,1,0,1,65,2302,18,4,1,0
"Undergraduate","Single",14906,86,7,0,0,0,0,0,0,32,66,9,0,0,0
"Postgrad","Married",51563,60,8,0,1,1,0,0,0,31,1250,19,2,1,0
"Undergraduate","Married",57937,56,3,0,0,0,0,0,0,36,683,20,0,0,1
"Graduate","Single",68274,83,3,0,0,0,0,0,0,39,305,13,0,0,2
"Graduate","Married",39771,92,4,0,0,0,0,0,0,41,50,6,0,0,1
"Undergraduate","Single",67893,31,8,0,0,0,0,0,0,43,995,16,0,0,1
"Postgrad","Married",27922,80,4,0,0,0,0,0,0,39,41,6,0,0,1
"Postgrad","Married",52190,39,5,1,0,0,0,0,0,42,77,9,1,1,2
"Postgrad","Single",44051,20,6,0,0,0,0,0,1,45,171,12,1,1,2
"Postgrad","Single",42767,53,8,0,0,0,0,0,0,47,131,7,0,0,2
"Postgrad","Married",46106,84,6,0,0,0,0,0,0,42,54,5,0,0,2
"Postgrad","Married",16927,50,8,0,0,0,0,0,0,42,53,12,0,0,2
"Graduate","Married",59754,96,5,0,0,0,0,0,1,53,475,16,1,1,1
"Graduate","Single",53700,94,5,0,0,0,0,0,0,66,694,22,0,0,1
"Graduate","Married",59041,25,5,0,0,0,0,0,0,45,96,8,0,0,2
"Postgrad","Single",54237,48,6,0,0,0,0,0,0,61,361,16,0,0,1
"Graduate","Single",70647,65,2,0,0,0,0,0,0,51,1079,26,0,0,1
"Postgrad","Single",52597,69,5,0,0,0,0,0,0,56,578,20,0,0,1
"Postgrad","Married",41021,12,6,0,0,0,0,0,1,49,64,7,1,1,1
"Postgrad","Married",40233,84,6,0,0,0,0,0,0,43,149,13,0,0,1
"Graduate","Married",50183,47,5,0,0,0,0,0,0,38,231,17,0,0,2
"Graduate","Married",54753,87,4,0,0,0,0,0,0,59,728,21,0,0,1
"Graduate","Married",92955,35,2,0,0,1,1,0,1,45,1778,23,3,1,0
"Graduate","Married",33471,47,7,0,0,0,0,0,0,45,93,10,0,0,1
"Postgrad","Married",34596,48,8,0,0,0,0,0,1,44,23,4,1,1,1
"Graduate","Married",44010,46,9,0,0,0,0,0,0,38,662,24,0,0,1
"Graduate","Married",84219,27,1,0,0,0,0,0,0,30,1198,18,0,0,0
"Postgrad","Married",40706,37,7,0,0,0,0,0,0,50,81,11,0,0,3
"Undergraduate","Married",15716,8,8,0,0,0,0,0,0,30,92,10,0,0,1
"Undergraduate","Single",59052,29,5,0,0,0,0,0,0,59,491,18,0,0,1
"Postgrad","Married",80573,85,2,0,0,0,0,0,0,47,1564,24,0,0,0
"Graduate","Married",83715,2,0,0,0,0,0,0,0,56,926,24,0,0,0
"Postgrad","Married",82576,66,1,0,0,1,0,0,0,59,1910,19,1,1,0
"Postgrad","Married",56962,60,7,0,0,0,0,0,0,53,411,21,0,0,3
"Graduate","Married",35704,54,4,0,0,0,0,0,0,66,94,9,0,0,2
"Graduate","Married",53103,70,7,1,0,0,0,0,0,64,1085,28,1,1,1
"Undergraduate","Single",46779,55,4,0,0,0,0,0,0,58,23,4,0,0,2
"Graduate","Single",4861,20,14,0,0,0,0,0,0,53,6,0,0,0,0
"Postgrad","Single",33462,78,7,0,0,0,0,0,0,39,54,6,0,0,1
"Graduate","Single",63693,63,6,0,0,0,0,0,0,40,1150,29,0,0,1
"Graduate","Married",80763,17,3,0,0,1,1,0,1,68,1415,23,3,1,0
"Postgrad","Married",65352,43,4,0,0,0,0,0,0,44,405,16,0,0,1
"Postgrad","Married",82170,13,2,0,0,0,0,0,0,40,1908,19,0,0,0
"Graduate","Married",75759,46,5,1,0,1,1,0,1,49,2486,26,4,1,0
"Undergraduate","Single",79689,65,2,0,0,0,0,0,0,42,1315,27,0,0,0
"Postgrad","Single",35340,1,5,0,0,0,0,0,0,62,45,7,0,0,2
"Graduate","Single",85683,6,1,0,1,1,1,1,1,64,1789,17,5,1,0
"Undergraduate","Married",24884,32,7,0,0,0,0,0,0,46,19,4,0,0,1
"Postgrad","Married",42021,34,9,1,0,0,0,0,0,37,573,22,1,1,1
"Graduate","Single",64449,70,4,0,0,0,0,0,0,29,805,24,0,0,1
"Graduate","Single",64587,49,3,0,0,0,0,0,0,64,108,8,0,0,2
"Graduate","Single",34824,65,6,0,0,0,0,0,0,23,23,4,0,0,0
"Graduate","Married",75437,25,6,0,0,0,1,0,0,40,1493,23,1,1,0
"Graduate","Married",26091,84,5,0,0,0,0,0,0,61,89,9,0,0,2
"Graduate","Married",52845,7,6,1,0,0,0,0,0,45,936,25,1,1,1
"Graduate","Single",46086,34,4,0,0,0,0,0,0,62,343,16,0,0,1
"Postgrad","Single",78028,38,7,0,1,1,0,0,1,62,528,20,3,1,1
"Postgrad","Single",95169,1,1,0,0,1,1,0,1,31,1901,12,3,1,0
"Undergraduate","Married",56337,25,8,1,0,0,1,0,1,37,724,22,3,1,2
"Graduate","Married",22434,25,8,0,0,0,0,0,0,31,58,7,0,0,1
"Postgrad","Married",36930,50,8,0,0,0,0,0,0,64,297,16,0,0,1
"Graduate","Single",36130,46,4,1,0,0,0,0,1,64,488,21,2,1,1
"Postgrad","Married",65569,96,3,0,0,0,0,0,0,65,859,23,0,0,1
"Graduate","Married",83844,57,1,0,0,1,0,0,0,66,1574,20,1,1,0
"Graduate","Married",19514,47,8,1,0,0,0,0,0,50,69,10,1,1,2
"Postgrad","Single",36736,52,6,0,0,0,0,0,0,55,17,4,0,0,2
"Graduate","Married",77568,30,5,0,1,1,1,0,0,39,2194,21,3,1,1
"Postgrad","Married",49187,63,2,0,0,0,0,0,0,42,116,8,0,0,1
"Graduate","Single",30168,51,9,0,0,0,0,0,0,40,279,18,0,0,1
"Postgrad","Married",34053,14,8,0,0,0,0,0,0,50,103,7,0,0,1
"Postgrad","Married",38196,20,5,0,0,0,0,0,0,47,44,9,0,0,2
"Postgrad","Married",59412,56,3,0,0,0,0,0,0,67,406,15,0,0,0
"Undergraduate","Married",70924,41,3,0,0,1,0,0,0,53,1363,20,1,1,0
"Graduate","Married",54165,72,2,0,0,0,0,0,0,49,236,11,0,0,0
"Graduate","Married",32300,1,8,0,0,0,0,0,0,45,39,5,0,0,1
"Graduate","Single",20180,27,7,0,0,0,0,0,0,42,137,8,0,0,0
"Graduate","Married",34961,77,7,0,0,0,0,0,0,45,79,10,0,0,1
"Postgrad","Married",28440,87,8,0,0,0,0,0,0,44,63,6,0,0,1
"Postgrad","Married",64504,81,7,0,0,0,0,0,1,65,1314,25,1,1,3
"Postgrad","Married",33564,51,5,0,0,0,0,0,0,52,71,6,0,0,1
"Graduate","Married",17345,79,8,0,0,0,0,0,0,40,58,7,0,0,1
"Postgrad","Married",56320,11,4,0,0,0,0,0,0,51,702,21,0,0,1
"Graduate","Single",28647,54,7,1,0,0,0,0,1,40,94,7,2,1,1
"Undergraduate","Single",15038,93,9,0,0,0,0,0,0,31,80,7,0,0,1
"Postgrad","Single",32173,0,4,0,0,0,0,0,0,60,22,5,0,0,1
"Undergraduate","Married",68316,54,6,0,0,0,0,0,0,54,1211,32,0,0,1
